Year,B16,B17,B18,B18_12,B19,B20,B21,B21_12,B22,B22_12,B23,B23_12,B26,B26_12,B27.28,B29,B30,NGRIP,NGRIP_12,GISP2,GRIP,NEGIS,NEEM
235,,,,,,,,,,,,,,,,,,-37.08,,,,,
234,,,,,,,,,,,,,,,,,,-35.46,,,,,
233,,,,,,,,,,,,,,,,,,-34.99,,,,,
232,,,,,,,,,,,,,,,,,,-36.09,,,,,
231,,,,,,,,,,,,,,,,,,-37.62,,,,,
230,,,,,,,,,,,,,,,,,,-38.03,,,,,
229,,,,,,,,,,,,,,,,,,-35.42,,,,,
228,,,,,,,,,,,,,,,,,,-35.66,,,,,
227,,,,,,,,,,,,,,,,,,-36.33,,,,,
226,,,,,,,,,,,,,,,,,,-36.11,,,,,
225,,,,,,,,,,,,,,,,,,-36.42,,,,,
224,,,,,,,,,,,,,,,,,,-35.25,,,,,
223,,,,,,,,,,,,,,,,,,-35.08,,,,,
222,,,,,,,,,,,,,,,,,,-35.11,,,,,
221,,,,,,,,,,,,,,,,,,-35.4,,,,,
220,,,,,,,,,,,,,,,,,,-36.11,,,,,
219,,,,,,,,,,,,,,,,,,-35.69,,,,,
218,,,,,,,,,,,,,,,,,,-35.58,,,,,
217,,,,,,,,,,,,,,,,,,-34.91,,,,,
216,,,,,,,,,,,,,,,,,,-35.44,,,,,
215,,,,,,,,,,,,,,,,,,-34.78,,,,,
214,,,,,,,,,,,,,,,,,,-35.11,,,,,
213,,,,,,,,,,,,,,,,,,-36.7,,,,,
212,,,,,,,,,,,,,,,,,,-35.67,,,,,
211,,,,,,,,,,,,,,,,,,-34.68,,,,,
210,,,,,,,,,,,,,,,,,,-35.28,,,,,
209,,,,,,,,,,,,,,,,,,-35.71,,,,,
208,,,,,,,,,,,,,,,,,,-36.22,,,,,
207,,,,,,,,,,,,,,,,,,-35.52,,,,,
206,,,,,,,,,,,,,,,,,,-35.69,,,,,
205,,,,,,,,,,,,,,,,,,-35.57,,,,,
204,,,,,,,,,,,,,,,,,,-35.97,,,,,
203,,,,,,,,,,,,,,,,,,-35.85,,,,,
202,,,,,,,,,,,,,,,,,,-34.55,,,,,
201,,,,,,,,,,,,,,,,,,-34.33,,,,,
200,,,,,,,,,,,,,,,,,,-35.44,,,,,
199,,,,,,,,,,,,,,,,,,-34.58,,,,,
198,,,,,,,,,,,,,,,,,,-35.98,,,,,
197,,,,,,,,,,,,,,,,,,-35.9,,,,,
196,,,,,,,,,,,,,,,,,,-36.44,,,,,
195,,,,,,,,,,,,,,,,,,-35.27,,,,,
194,,,,,,,,,,,,,,,,,,-34.69,,,,,
193,,,,,,,,,,,,,,,,,,-35.53,,,,,
192,,,,,,,,,,,,,,,,,,-35.19,,,,,
191,,,,,,,,,,,,,,,,,,-35.44,,,,,
190,,,,,,,,,,,,,,,,,,-36.19,,,,,
189,,,,,,,,,,,,,,,,,,-35.44,,,,,
188,,,,,,,,,,,,,,,,,,-34.55,,,,,
187,,,,,,,,,,,,,,,,,,-35.82,,,,,
186,,,,,,,,,,,,,,,,,,-35.64,,,,,
185,,,,,,,,,,,,,,,,,,-35.91,,,,,
184,,,,,,,,,,,,,,,,,,-35.07,,,,,
183,,,,,,,,,,,,,,,,,,-35.9,,,,,
182,,,,,,,,,,,,,,,,,,-34.82,,,,,
181,,,,,,,,,,,,,,,,,,-35.47,,,,,
180,,,,,,,,,,,,,,,,,,-36,,,,,
179,,,,,,,,,,,,,,,,,,-34.78,,,,,
178,,,,,,,,,,,,,,,,,,-32.42,,,,,
177,,,,,,,,,,,,,,,,,,-33.69,,,,,
176,,,,,,,,,,,,,,,,,,-33.63,,,,,
175,,,,,,,,,,,,,,,,,,-33.99,,,,,
174,,,,,,,,,,,,,,,,,,-33.6,,,,,
173,,,,,,,,,,,,,,,,,,-34.45,,,,,
172,,,,,,,,,,,,,,,,,,-35.07,,,,,
171,,,,,,,,,,,,,,,,,,-36.34,,,,,
170,,,,,,,,,,,,,,,,,,-37.44,,,,,
169,,,,,,,,,,,,,,,,,,-36.12,,,,,
168,,,,,,,,,,,,,,,,,,-35.41,,,,,
167,,,,,,,,,,,,,,,,,,-38.69,,,,,
166,,,,,,,,,,,,,,,,,,-38.48,,,,,
165,,,,,,,,,,,,,,,,,,-36.06,,,,,
164,,,,,,,,,,,,,,,,,,-36.96,,,,,
163,,,,,,,,,,,,,,,,,,-36.53,,,,,
162,,,,,,,,,,,,,,,,,,-35.04,,,,,
161,,,,,,,,,,,,,,,,,,-35.61,,,,,
160,,,,,,,,,,,,,,,,,,-34.57,,,,,
159,,,,,,,,,,,,,,,,,,-33.85,,,,,
158,,,,,,,,,,,,,,,,,,-36.73,,,,,
157,,,,,,,,,,,,,,,,,,-36.2,,,,,
156,,,,,,,,,,,,,,,,,,-35.58,,,,,
155,,,,,,,,,,,,,,,,,,-34.86,,,,,
154,,,,,,,,,,,,,,,,,,-36.79,,,,,
153,,,,,,,,,,,,,,,,,,-35.28,,,,,
152,,,,,,,,,,,,,,,,,,-33.97,,,,,
151,,,,,,,,,,,,,,,,,,-33.72,,,,,
150,,,,,,,,,,,,,,,,,,-35.3,,,,,
149,,,,,,,,,,,,,,,,,,-34.44,,,,,
148,,,,,,,,,,,,,,,,,,-33.28,,,,,
147,,,,,,,,,,,,,,,,,,-32.08,,,,,
146,,,,,,,,,,,,,,,,,,-34.99,,,,,
145,,,,,,,,,,,,,,,,,,-35.67,,,,,
144,,,,,,,,,,,,,,,,,,-35.94,,,,,
143,,,,,,,,,,,,,,,,,,-36.92,,,,,
142,,,,,,,,,,,,,,,,,,-34.93,,,,,
141,,,,,,,,,,,,,,,,,,-35.38,,,,,
140,,,,,,,,,,,,,,,,,,-35.07,,,,,
139,,,,,,,,,,,,,,,,,,-35.17,,,,,
138,,,,,,,,,,,,,,,,,,-36.04,,,,,
137,,,,,,,,,,,,,,,,,,-34.51,,,,,
136,,,,,,,,,,,,,,,,,,-34.47,,,,,
135,,,,,,,,,,,,,,,,,,-34.87,,,,,
134,,,,,,,,,,,,,,,,,,-34.88,,,,,
133,,,,,,,,,,,,,,,,,,-34.71,,,,,
132,,,,,,,,,,,,,,,,,,-33.83,,,,,
131,,,,,,,,,,,,,,,,,,-35.53,,,,,
130,,,,,,,,,,,,,,,,,,-34.73,,,,,
129,,,,,,,,,,,,,,,,,,-35.82,,,,,
128,,,,,,,,,,,,,,,,,,-37.53,,,,,
127,,,,,,,,,,,,,,,,,,-36.57,,,,,
126,,,,,,,,,,,,,,,,,,-35.93,,,,,
125,,,,,,,,,,,,,,,,,,-36.64,,,,,
124,,,,,,,,,,,,,,,,,,-36.4,,,,,
123,,,,,,,,,,,,,,,,,,-35.3,,,,,
122,,,,,,,,,,,,,,,,,,-35.32,,,,,
121,,,,,,,,,,,,,,,,,,-35.67,,,,,
120,,,,,,,,,,,,,,,,,,-34.57,,,,,
119,,,,,,,,,,,,,,,,,,-33.45,,,,,
118,,,,,,,,,,,,,,,,,,-34.12,,,,,
117,,,,,,,,,,,,,,,,,,-34.89,,,,,
116,,,,,,,,,,,,,,,,,,-34.79,,,,,
115,,,,,,,,,,,,,,,,,,-35.56,,,,,
114,,,,,,,,,,,,,,,,,,-36.54,,,,,
113,,,,,,,,,,,,,,,,,,-35.71,,,,,
112,,,,,,,,,,,,,,,,,,-34,,,,,
111,,,,,,,,,,,,,,,,,,-34.16,,,,,
110,,,,,,,,,,,,,,,,,,-32.85,,,,,
109,,,,,,,,,,,,,,,,,,-32.5,,,,,
108,,,,,,,,,,,,,,,,,,-34.54,,,,,
107,,,,,,,,,,,,,,,,,,-34.68,,,,,
106,,,,,,,,,,,,,,,,,,-35.84,,,,,
105,,,,,,,,,,,,,,,,,,-35.55,,,,,
104,,,,,,,,,,,,,,,,,,-34.77,,,,,
103,,,,,,,,,,,,,,,,,,-34.67,,,,,
102,,,,,,,,,,,,,,,,,,-33.43,,,,,
101,,,,,,,,,,,,,,,,,,-33.35,,,,,
100,,,,,,,,,,,,,,,,,,-34.09,,,,,
99,,,,,,,,,,,,,,,,,,-36.08,,,,,
98,,,,,,,,,,,,,,,,,,-36.12,,,,,
97,,,,,,,,,,,,,,,,,,-35.14,,,,,
96,,,,,,,,,,,,,,,,,,-35.55,,,,,
95,,,,,,,,,,,,,,,,,,-37.4,,,,,
94,,,,,,,,,,,,,,,,,,-34.85,,,,,
93,,,,,,,,,,,,,,,,,,-35.35,,,,,
92,,,,,,,,,,,,,,,,,,-35.78,,,,,
91,,,,,,,,,,,,,,,,,,-34.87,,,,,
90,,,,,,,,,,,,,,,,,,-34.59,,,,,
89,,,,,,,,,,,,,,,,,,-33.59,,,,,
88,,,,,,,,,,,,,,,,,,-33.54,,,,,
87,,,,,,,,,,,,,,,,,,-34.01,,,,,
86,,,,,,,,,,,,,,,,,,-34.13,,,,,
85,,,,,,,,,,,,,,,,,,-36.17,,,,,
84,,,,,,,,,,,,,,,,,,-34.88,,,,,
83,,,,,,,,,,,,,,,,,,-33.49,,,,,
82,,,,,,,,,,,,,,,,,,-35.36,,,,,
81,,,,,,,,,,,,,,,,,,-34.82,,,,,
80,,,,,,,,,,,,,,,,,,-36.1,,,,,
79,,,,,,,,,,,,,,,,,,-35.04,,,,,
78,,,,,,,,,,,,,,,,,,-34.26,,,,,
77,,,,,,,,,,,,,,,,,,-34.65,,,,,
76,,,,,,,,,,,,,,,,,,-35.35,,,,,
75,,,,,,,,,,,,,,,,,,-33.79,,,,,
74,,,,,,,,,,,,,,,,,,-32.71,,,,,
73,,,,,,,,,,,,,,,,,,-34.43,,,,,
72,,,,,,,,,,,,,,,,,,-34.28,,,,,
71,,,,,,,,,,,,,,,,,,-33.43,,,,,
70,,,,,,,,,,,,,,,,,,-35.08,,,,,
69,,,,,,,,,,,,,,,,,,-36.17,,,,,
68,,,,,,,,,,,,,,,,,,-35.08,,,,,
67,,,,,,,,,,,,,,,,,,-33.81,,,,,
66,,,,,,,,,,,,,,,,,,-33.6,,,,,
65,,,,,,,,,,,,,,,,,,-34.2,,,,,
64,,,,,,,,,,,,,,,,,,-34.44,,,,,
63,,,,,,,,,,,,,,,,,,-34.58,,,,,
62,,,,,,,,,,,,,,,,,,-34.25,,,,,
61,,,,,,,,,,,,,,,,,,-33.83,,,,,
60,,,,,,,,,,,,,,,,,,-33.9,,,,,
59,,,,,,,,,,,,,,,,,,-34.29,,,,,
58,,,,,,,,,,,,,,,,,,-34.7,,,,,
57,,,,,,,,,,,,,,,,,,-32.77,,,,,
56,,,,,,,,,,,,,,,,,,-34.03,,,,,
55,,,,,,,,,,,,,,,,,,-34.46,,,,,
54,,,,,,,,,,,,,,,,,,-33.49,,,,,
53,,,,,,,,,,,,,,,,,,-35.52,,,,,
52,,,,,,,,,,,,,,,,,,-32.42,,,,,
51,,,,,,,,,,,,,,,,,,-32.6,,,,,
50,,,,,,,,,,,,,,,,,,-35.4,,,,,
49,,,,,,,,,,,,,,,,,,-34.9,,,,,
48,,,,,,,,,,,,,,,,,,-34.81,,,,,
47,,,,,,,,,,,,,,,,,,-36.1,,,,,
46,,,,,,,,,,,,,,,,,,-35.02,,,,,
45,,,,,,,,,,,,,,,,,,-34.87,,,,,
44,,,,,,,,,,,,,,,,,,-35.53,,,,,
43,,,,,,,,,,,,,,,,,,-35.63,,,,,
42,,,,,,,,,,,,,,,,,,-35.68,,,,,
41,,,,,,,,,,,,,,,,,,-35.66,,,,,
40,,,,,,,,,,,,,,,,,,-35.77,,,,,
39,,,,,,,,,,,,,,,,,,-34.76,,,,,
38,,,,,,,,,,,,,,,,,,-33.58,,,,,
37,,,,,,,,,,,,,,,,,,-35.28,,,,,
36,,,,,,,,,,,,,,,,,,-34.16,,,,,
35,,,,,,,,,,,,,,,,,,-35.02,,,,,
34,,,,,,,,,,,,,,,,,,-34.29,,,,,
33,,,,,,,,,,,,,,,,,,-33.93,,,,,
32,,,,,,,,,,,,,,,,,,-35.33,,,,,
31,,,,,,,,,,,,,,,,,,-34.18,,,,,
30,,,,,,,,,,,,,,,,,,-34.76,,,,,
29,,,,,,,,,,,,,,,,,,-35.66,,,,,
28,,,,,,,,,,,,,,,,,,-35.31,,,,,
27,,,,,,,,,,,,,,,,,,-34.56,,,,,
26,,,,,,,,,,,,,,,,,,-35,,,,,
25,,,,,,,,,,,,,,,,,,-35.75,,,,,
24,,,,,,,,,,,,,,,,,,-36.51,,,,,
23,,,,,,,,,,,,,,,,,,-36.45,,,,,
22,,,,,,,,,,,,,,,,,,-34.94,,,,,
21,,,,,,,,,,,,,,,,,,-36.75,,,,,
20,,,,,,,,,,,,,,,,,,-36.91,,,,,
19,,,,,,,,,,,,,,,,,,-36.04,,,,,
18,,,,,,,,,,,,,,,,,,-36.07,,,,,
17,,,,,,,,,,,,,,,,,,-35.21,,,,,
16,,,,,,,,,,,,,,,,,,-35.47,,,,,
15,,,,,,,,,,,,,,,,,,-35.47,,,,,
14,,,,,,,,,,,,,,,,,,-34.02,,,,,
13,,,,,,,,,,,,,,,,,,-36.35,,,,,
12,,,,,,,,,,,,,,,,,,-36.21,,,,,
11,,,,,,,,,,,,,,,,,,-36.69,,,,,
10,,,,,,,,,,,,,,,,,,-34.67,,,,,
9,,,,,,,,,,,,,,,,,,-34.07,,,,,
8,,,,,,,,,,,,,,,,,,-36.32,,,,,
7,,,,,,,,,,,,,,,,,,-36.81,,,,,
6,,,,,,,,,,,,,,,,,,-34.71,,,,,
5,,,,,,,,,,,,,,,,,,-33.54,,,,,
4,,,,,,,,,,,,,,,,,,-34.06,,,,,
3,,,,,,,,,,,,,,,,,,-35.48,,,,,
2,,,,,,,,,,,,,,,,,,-36.28,,,,,
1,,,,,,,,,,,,,,,,,,-33.69,,,,,
0,,,,,,,,,,,,,,,,,,-34.16,,,,,
