Year,B16,B17,B18,B18_12,B19,B20,B21,B21_12,B22,B22_12,B23,B23_12,B26,B26_12,B27.28,B29,B30,NGRIP,NGRIP_12,GISP2,GRIP,NEGIS,NEEM
1630,-35.9601,-38.07755714,-35.5162,,-34.4727,-32.683,-34.1277,,-34.8048,,-35.57519,,-34.1133,,-34.7367,-36.6673,-35.7875,-34.11,,-33.36,-33.28,-37.35,
1629,-35.53795,-36.32488333,-37.2822,,-34.2332,-32.9754,-33.5044,,-35.3291,,-36.41205455,,-34.0833,,-33.1938,-37.1022,-36.9756,-35.19,,-35.13,-34.27,-35.55,
1628,-36.7929,-35.71956667,-38.4643,,-33.7259,-33.8201,-33.6607,,-35.7991,,-36.9688,,-34.3367,,-33.7122,-35.0922,-34.8042,-34.69,,-35.65,-33.85,-34.86,
1627,-37.88057143,-36.15811667,-38.1379,,-33.3963,-34.7602,-34.7692,,-34.0756,,-36.57594545,,-34.14,,-33.6502,-34.6807,-34.5908,-33.53,,-36.37,-33.29,-34.97,
1626,-37.97233333,-36.07921429,-37.7648,,-33.1847,-34.6894,-36.0762,,-34.0911,,-35.84374,,-33.6433,,-34.3582,-35.6341,-33.2766,-33.85,,-35.28,-37.22,-35.93,
1625,-38.23491429,-37.38575,-36.2053,,-33.94,-34.0873,-36.5571,,-34.5686,,-35.8937,,-34.57,,-35.1225,-35.8968,-32.9651,-34.41,,-35.69,-34.17,-37.74,
1624,-37.85971667,-38.20721667,-34.2241,,-35.9561,-36.1968,-36.7116,,-34.4259,,-35.81762,,-33.3367,,-34.3379,-35.1763,-35.3001,-34.8,,-35.52,-38.61,-37.85,
1623,-36.77333333,-37.84552857,-34.2514,,-37.7848,-38.4397,-36.7052,,-33.5518,,-35.22598182,,-32.0867,,-32.9755,-35.7901,-36.7305,-34.69,,-35.38,-36.22,-37.55,
1622,-36.32107143,-36.85923333,-35.3523,,-38.485,-37.4339,-35.8368,,-33.5215,,-35.0444,,-34.63,,-34.3728,-35.7849,-35.7405,-37.13,,-34.34,-35.28,-36.92,
1621,-36.3151875,-35.31703333,-35.5928,,-37.8427,-36.3139,-34.2139,,-34.1185,,-37.02021818,,-34.72,,-37.016,-36.1609,-36.5854,-35.64,,-35.41,-35.53,-35.89,
1620,-36.11962857,-35.43994286,-35.3617,,-36.0356,-35.5375,-33.8235,,-34.6494,,-37.27578,,-31.9625,,-34.8744,-36.8554,-37.3093,-34.57,,-35.39,-35.11,-35.45,
1619,-35.219475,-35.98688333,-34.9636,,-35.1424,-36.3836,-34.0515,,-35.2312,,-36.43096,,-33.09,,-32.2131,-35.599,-36.3674,-34.66,,-34.03,-34.81,-35.38,
1618,-35.17768571,-35.57161667,-34.7941,,-34.7517,-37.4364,-34.0373,,-34.963,,-37.11280909,,-33.7667,,-33.5116,-34.3027,-35.3267,-34.73,,-33.59,-34.51,-35.06,
1617,-35.8082125,-35.98135714,-34.8114,,-34.3523,-37.1043,-34.2752,,-35.5536,,-36.71159,,-32.5167,,-34.5174,-35.4265,-34.3776,-34.77,,-32.78,-36.91,-35.4,
1616,-36.42444286,-36.71898333,-35.4706,,-34.0168,-35.4719,-34.09,,-35.093,,-35.92672727,,-31.7433,,-35.3016,-35.0888,-33.4333,-35.72,,-34.71,-36.16,-36.45,
1615,-36.22934286,-36.30095,-36.373,,-33.6228,-34.9491,-33.7297,,-34.0931,,-35.89958,,-31.7,,-33.0888,-33.9225,-32.7425,-35.43,,-34.18,-35.98,-36.33,
1614,-37.627225,-35.62157143,-36.4456,,-33.1964,-36.315,-33.6686,,-33.1686,,-36.37912727,,-33.1667,,-32.1371,-34.0506,-35.8611,-36.28,,-35.38,-32.69,-36.23,
1613,-37.85261429,-35.60756667,-37.2249,,-33.6151,-38.2394,-33.725,,-33.6797,,-35.98455,,-32.2267,,-33.1576,-34.8397,-34.1803,-35.73,,-35.77,-33.45,-36.43,
1612,-36.968875,-36.58468333,-38.0701,,-34.9772,-38.3087,-34.1684,,-34.8107,,-34.78256,,-33.6,,-33.2481,-35.0658,-35.6444,-35.83,,-35.87,-34.81,-36.68,
1611,-37.4322,-38.12128571,-38.1206,,-35.7175,-37.6045,-34.5755,,-34.7628,,-33.86764545,,-35.5367,,-34.8411,-35.1468,-35.9672,-36.52,,-34.5,-36.17,-37.07,
1610,-38.0370125,-38.68373333,-38.3479,,-35.2412,-37.4307,-34.5984,,-34.0562,,-33.67565,,-35.42,,-35.341,-36.2738,-36.9623,-37.39,,-34.05,-33.98,-37.35,
1609,-37.46470714,-38.58885,-38.133,,-34.5263,-37.1837,-34.1557,,-34.0917,,-33.98322727,,-33.1833,,-35.0667,-36.2757,-37.232,-34.43,,-35.43,-36.32,-36.9,
1608,-37.3545,-38.42402857,-36.8634,,-33.991,-37.9732,-33.2459,,-33.7144,,-35.6088,,-33.6233,,-33.9001,-36.8533,-37.0059,-34.1,,-37.31,-35.11,-36.04,
1607,-38.3118,-37.92305833,-36.8913,,-34.014,-38.3496,-33.2323,,-34.4791,,-37.16239091,,-34.6667,,-34.6891,-36.8582,-36.1281,-36.39,,-36.32,-34.64,-35.9,
1606,-37.9704,-37.74366667,-36.6228,,-34.2088,-37.0099,-34.8383,,-36.0332,,-37.5845,,-33.6033,,-33.2368,-36.2735,-36.0081,-35.77,,-33.36,-36.07,,
1605,-37.503025,-37.58533333,-35.5303,,-34.7787,-35.5955,-35.1691,,-35.155,,-37.56608,,-32.6833,,-33.7701,-34.4566,-36.1482,-34.11,,-35.12,-34.48,,
1604,-37.67917143,-37.11304286,-35.9876,,-34.894,-35.0331,-34.6238,,-34.0645,,-37.05198182,,-32.9633,,-32.9131,-34.0472,-36.6781,-33.19,,-34.58,-36.47,,
1603,-37.44775714,-38.24396667,-36.6003,,-35.0892,-34.8741,-34.6226,,-33.6345,,-35.72427,,-34.3663,,-34.0809,-34.6487,-35.2873,-34.07,,-34.69,-36.01,,
1602,-37.6874875,-38.66958333,-37.391,,-35.9287,-34.8631,-34.7886,,-35.0705,,-33.77139,,-34.9016,,-35.6376,-35.1159,-34.9213,-38.35,,-37.47,-33.26,,
1601,-37.2936,-37.60651429,-37.8404,,-36.1577,-34.683,-34.6544,,-34.3655,,-33.31702727,,-34.2551,,-35.3757,-35.474,-37.0152,-35.13,,-34.99,-37.53,,
1600,-37.297475,-36.86193333,-37.2015,,-35.2603,-34.2525,-34.7871,,-35.014,,-34.43845,,-34.121,,-32.9756,-35.4622,-36.6999,-34.47,,-34.04,-35.45,,
1599,-37.58181429,-36.73926667,-35.4322,,-34.4854,-34.2302,-35.5787,,-34.9739,,-35.81923636,,-34.0903,,-32.4649,-35.0823,-34.9623,-35.94,,-34.53,-36.21,,
1598,-37.5724,-37.44921429,-35.193,,-34.7877,-36.107,-36.2727,,-33.9501,,-36.84029,,-35.3016,,-35.3703,-35.8131,-35.2178,-37.09,,-34.13,-36.7,,
1597,-36.1528625,-38.73918333,-35.3849,,-35.305,-36.7446,-35.1173,,-34.1669,,-36.79011,,-37.2216,,-35.3377,-37.6416,-36.0069,-36.22,,-33.57,-34.95,,
1596,-35.35528571,-38.94423333,-35.036,,-35.1877,-37.3821,-33.8109,,-33.9672,,-35.73820909,,-36.6176,,-34.484,-36.441,-36.364,-35.2,,-34.23,-35.19,,
1595,-36.2885,-38.53208333,-34.5719,,-35.2167,-37.1583,-33.7217,,-34.6918,,-36.02291,,-34.2797,,-35.394,-35.4513,-35.7554,-35.28,,-34.74,-34.42,,
1594,-36.77227143,-37.1046,-34.2724,,-34.8537,-36.2352,-34.0092,,-33.5677,,-37.36392,,-34.0909,,-34.8911,-35.8105,-35.9057,-36.65,,-34.59,-33.75,,
1593,-36.68034286,-35.4185,-34.746,,-34.8227,-36.4351,-35.2476,,-33.3907,,-37.29348,,-34.3821,,-32.509,-34.7436,-35.7705,-35.83,,-36.94,-33.4,,
1592,-37.3301,-35.2129,-35.7769,,-34.8218,-37.7737,-35.7977,,-34.6758,,-36.87619091,,-32.5155,,-32.9632,-34.5653,-33.4161,-35.87,,-36.26,-34.93,,
1591,-37.89661429,-36.65945714,-36.1582,,-34.1847,-36.7255,-34.0566,,-34.8508,,-37.45435,,-34.9005,,-34.1863,-34.8476,-34.3198,-35.8,,-36.83,-35.84,,
1590,-37.7008,-38.21871667,-35.1923,,-35.3847,-36.4721,-34.1993,,-34.66,,-35.14838,,-34.7545,,-34.5697,-36.0005,-34.0752,-36.44,,-34.61,-34.37,,
1589,-37.71895,-37.8322,-34.8978,,-37.3176,-36.6237,-35.3867,,-33.899,,-34.13419,,-33.461,,-34.0082,-36.1394,-33.3025,-35.33,,-36.18,-35.37,,
1588,-37.37514286,-37.93265714,-35.6885,,-37.9532,-36.587,-35.7046,,-33.137,,-35.12617273,,-33.2078,,-33.9319,-35.0303,-34.0155,-35.13,,-35.46,-35.34,,
1587,-37.4445125,-38.52015,-37.6046,,-37.1731,-35.6799,-35.9361,,-35.1161,,-35.28324,,-33.8587,,-33.8003,-34.5184,-34.0946,-33.51,,-35.14,-35.39,,
1586,-36.39142857,-38.23228333,-38.2273,,-36.5342,-34.3649,-34.876,,-35.4395,,-35.78855,,-34.0969,,-33.2113,-34.8074,-35.3916,-33.95,,-34.48,-32.08,,
1585,-35.66027143,-37.1971,-36.0919,,-36.4721,-32.8688,-34.211,,-34.5725,,-36.47909091,,-34.4696,,-34.5119,-33.8462,-35.7353,-34.24,,-34.31,-35.05,,
1584,-35.50758571,-35.46822857,-35.3832,,-36.0985,-33.3052,-33.7832,,-35.0752,,-35.91721,,-34.4762,,-34.1473,-33.3787,-36.2132,-37.9,,-35.26,-35.27,,
1583,-35.8800375,-34.60601667,-36.6142,,-35.3285,-36.6781,-33.8936,,-34.8082,,-35.3919,,-33.3364,,-33.784,-34.2233,-36.4336,-37.51,,-36.06,-36.71,,
1582,-36.42557143,-34.56713333,-37.2437,,-34.9588,-35.3923,-34.7195,,-34.3228,,-35.89317,,-33.3391,,-32.8579,-35.6582,-35.922,-36,,-35.06,-35.1,,
1581,-37.53707143,-35.67442857,-36.6802,,-34.9095,-34.1712,-35.6748,,-32.9612,,-37.03962727,,-34.0204,,-33.0152,-36.2438,-35.8944,-35.56,,-35.18,-35.71,,
1580,-38.2765,-36.91945833,-36.6344,,-34.4716,-33.8715,-35.6755,,-32.7986,,-36.78803,,-32.8925,,-33.7532,-35.5978,-34.4839,-35.62,,-34.6,-34.82,,
1579,-38.95514286,-37.363375,-36.8012,,-34.1057,-33.261,-36.8094,,-33.3939,,-36.13544,,-32.8517,,-34.8683,-36.0776,-35.81,-34.26,,-35.57,-36.05,,
1578,-38.3320375,-37.9633,-37.2891,,-34.528,-34.3734,-38.0495,,-33.391,,-35.32688,,-31.9782,,-34.8731,-36.9046,-34.7997,-35.08,,-35.29,-35.2,,
1577,-38.24342857,-37.67941667,-37.4033,,-36.4786,-36.0345,-37.1337,,-33.3771,,-34.81651,,-31.944,,-32.5843,-37.1971,-34.683,-35.27,,-33.43,-34.33,,
1576,-37.16501429,-37.1005,-36.535,,-38.4562,-34.9711,-35.6905,,-33.1168,,-35.91048182,,-33.9411,,-33.0169,-35.8667,-36.3497,-36.57,,-34.42,-32.41,,
1575,-36.4570125,-36.71865,-35.3042,,-38.9747,-33.6853,-34.7609,,-33.8945,,-37.41343,,-34.4933,,-34.1419,-35.7965,-35.4023,-34.21,,-33.87,-36.79,,
1574,-35.9383,-36.12921429,-36.3957,,-38.3876,-34.3376,-35.0243,,-36.0405,,-37.25524,,-32.9486,,-34.295,-37.3566,-35.8911,-33,,-35.37,-35.41,,
1573,-35.63124286,-36.25,-38.2531,,-37.1511,-35.4619,-35.0887,,-35.0957,,-36.82705,,-33.407,,-33.3299,-36.1858,-34.9391,-33.43,,-35.01,-33.74,,
1572,-36.2617875,-36.65571429,-37.3068,,-36.0186,-36.26,-35.5569,,-33.4662,,-35.72613636,,-32.9894,,-34.0385,-34.0657,-34.5812,-34.45,,-35.38,-33.52,,
1571,-36.19915714,-35.725,-35.725,,-34.7731,-35.8676,-35.5354,,-34.0437,,-35.81302,,-33.236,,-35.1436,-34.9568,-34.9184,-36.22,,-37.21,-35.67,,
1570,-37.260475,-35.59655,-35.6884,,-34.3431,-35.3402,-35.2264,,-33.6375,,-36.69321,,-34.5246,,-35.1689,-34.8666,-35.2546,-34.96,,-35.61,-34.85,,
1569,-38.62157143,-36.91946429,-37.3216,,-34.2945,-36.0208,-35.377,,-34.7255,,-35.16851,,-33.8193,,-34.4725,-33.9142,-34.5414,-34.7,,-36.23,-33.56,,
1568,-37.1873875,-37.53104167,-39.2608,,-34.7361,-36.0358,-35.5034,,-34.5,,-33.64169,,-36.843,,-34.784,-33.9671,-34.7522,-37.31,,-36.28,-34.71,,
1567,-37.49272857,-37.17714286,-38.7505,,-35.0261,-33.3191,-34.763,,-31.9738,,-34.90088182,,-37.0634,,-36.3951,-34.8894,-35.0725,-36.19,,-37.46,-37.09,,
1566,-38.77792857,-37.73666667,-38.0192,,-35.2613,-32.6292,-33.4776,,-32.8514,,-35.80935,,-35.551,,-38.257,-36.5106,-35.1294,-35.43,,-36.43,-37.87,,
1565,-37.46038571,-38.65,-37.3806,,-34.7041,-32.2795,-32.7123,,-33.4915,,-36.58778,,-32.5725,,-36.7787,-36.8982,-34.8259,-34.54,,-35.42,-35.93,,
1564,-36.789025,-38.72285714,-37.0247,,-33.7652,-32.4014,-33.0858,,-34.4813,,-36.16386,,-33.2588,,-35.3141,-36.2201,-35.669,-35.87,,-35.93,-36.44,,
1563,-36.9744,-38.70166667,-36.2279,,-33.1693,-33.209,-33.7439,,-34.875,,-35.97581,,-33.7855,,-35.1449,-36.2917,-35.5241,-36.8,,-34.83,-35.05,,
1562,-37.41161429,-38.58166667,-34.9692,,-32.5841,-33.7181,-34.2056,,-34.4058,,-34.92631818,,-32.3699,,-35.5051,-36.2055,-34.4082,-34.73,,-34.74,-35.62,,
1561,-37.34062857,-37.35142857,-35.0576,,-33.0468,-34.086,-34.9729,,-34.6396,,-34.44442,,-31.6834,,-33.4286,-35.0546,-34.0012,-33.67,,-36.18,-34.64,,
1560,-36.99097143,-35.55051667,-35.8027,,-34.9176,-34.6051,-35.1916,,-36.4853,,-35.85074,,-33.238,,-33.2004,-33.3851,-34.4554,-34.28,,-34.06,-36.19,,
1559,-37.2357,-35.55931429,-36.323,,-35.6888,-35.5893,-33.7379,,-34.9803,,-35.7538,,-34.4697,,-31.4134,-33.3445,-34.357,-34.88,,-33.39,-36.08,,
1558,-36.67397143,-36.24786667,-36.5538,,-35.7216,-35.4032,-33.0182,,-33.8779,,-34.90272,,-36.423,,-33.3744,-34.8103,-34.9864,-38.64,,-33.67,-34.31,,
1557,-37.31622857,-36.1222,-35.9966,,-35.212,-34.4933,-33.1644,,-34.1975,,-35.41343636,,-34.9419,,-35.7773,-36.0752,-35.5594,-36.58,,-34.61,-34.04,,
1556,-37.05418571,-36.94793333,-36.398,,-35.3755,-33.7596,-32.9844,,-34.1981,,-36.4495,,-34.4928,,-35.1373,-36.4951,-35.0933,-35.85,,-34.18,-34.09,,
1555,-36.928675,-37.9976,-36.9606,,-35.5694,-33.4553,-33.7147,,-32.3713,,-36.04086,,-34.5009,,-33.7287,-36.4879,-35.8307,-36.55,,-34.74,-34.81,,
1554,-37.8425,-37.80766667,-36.8038,,-36.1984,-33.8977,-34.7069,,-32.9555,,-35.44510909,,-34.3244,,-34.0225,-36.8407,-36.6666,-36.49,,-33.17,-36.27,,
1553,-37.23885,-37.43505,-37.3089,,-36.5305,-35.8849,-34.8419,,-34.3095,,-36.14599,,-34.46,,-35.4319,-36.9048,-37.2661,-34.73,,-33.97,-34.85,,
1552,-36.61504286,-37.04315,-37.6457,,-36.478,-35.893,-34.3379,,-33.0723,,-35.51107273,,-33.47,,-35.1739,-35.9378,-36.814,-35.43,,-33.29,-34.82,,
1551,-37.06454286,-37.1679,-37.1505,,-35.7313,-37.3223,-34.9058,,-33.4134,,-35.14894545,,-32.79,,-34.2893,-35.3898,-35.9294,-34.79,,-33.95,-35.09,,
1550,-37.0659625,-37.31356667,-36.2756,,-35.1899,-38.3372,-36.2363,,-32.4893,,-35.12411,,-33.6267,,-33.738,-35.1742,-34.0418,-35.48,,-35.35,-35.23,,
1549,-36.23615714,-37.69953333,-35.8798,,-35.1881,-38.4781,-36.6441,,-32.6554,,-36.4721,,-34.27,,-35.1392,-35.1595,-34.7435,-34.91,,-36.55,-35.77,,
1548,-35.9584375,-37.05225714,-37.2266,,-35.7758,-36.0685,-36.343,,-35.1776,,-37.33294,,-34.3867,,-36.0828,-34.3731,-35.1234,-34.52,,-36.63,-32.13,,
1547,-35.93904286,-36.1535,-38.5316,,-35.9357,-35.2498,-35.6108,,-35.7223,,-36.55315,,-33.91,,-34.2007,-35.0733,-35.9258,-37.02,,-35.45,-35.42,,
1546,-36.5374125,-36.26575714,-39.3863,,-34.335,-35.3484,-34.9809,,-36.5029,,-35.75878182,,-34.7567,,-34.6874,-36.4518,-37.0479,-37.86,,-36.1,-35.98,,
1545,-38.43731429,-37.29183333,-38.8891,,-32.9063,-35.021,-34.8206,,-36.0763,,-35.92766,,-35.2967,,-36.2908,-36.2976,-36.9138,-35.66,,-38.22,-36.68,,
1544,-39.13858571,-37.7866,-37.1407,,-32.497,-34.7351,-34.1958,,-35.5159,,-35.85885,,-35.5667,,-37.9666,-36.654,-35.9147,-35.63,,-34.8,-36.1,,
1543,-37.8218125,-37.68398571,-36.0057,,-33.2028,-34.5547,-33.7804,,-34.5977,,-35.45846,,-34.37,,-36.3796,-37.5831,-34.7638,-35.76,,-33.2,-35.69,,
1542,-37.06071429,-37.20856667,-36.3675,,-34.6205,-35.4821,-33.4009,,-32.9784,,-36.02972,,-33.39,,-35.1622,-38.3511,-34.0585,-32.28,,-36.17,-34.88,,
1541,-37.701675,-36.43947143,-37.2744,,-36.2843,-35.3036,-32.7531,,-33.9929,,-36.74409,,-31.82,,-33.9554,-36.9183,-34.1219,-33.28,,-33.76,-35.78,,
1540,-38.10261429,-36.20018333,-37.2308,,-36.671,-35.0366,-33.3346,,-34.7348,,-36.93222,,-33.72,,-33.695,-34.868,-35.4791,-36.75,,-34.61,-33.65,,
1539,-37.4735,-36.60128571,-35.6775,,-36.3559,-35.139,-34.3472,,-36.0427,,-36.26934545,,-34.75,,-34.7786,-35.6715,-36.6861,-36.43,,-35.08,-37.02,,
1538,-37.190475,-38.19015,-34.2673,,-35.5089,-35.4119,-35.0709,,-35.0532,,-35.05044,,-34.4667,,-35.8485,-36.9282,-35.728,-36.67,,-35.66,-36.38,,
1537,-38.65064286,-38.9728,-35.6349,,-35.3497,-35.844,-35.5468,,-34.798,,-34.20307,,-33.6233,,-34.7536,-36.4934,-36.2174,-35.97,,-34.69,-33.95,,
1536,-37.34885,-37.84333333,-37.005,,-36.3486,-36.5285,-35.8003,,-34.4304,,-34.90989,,-34.28,,-32.2758,-34.9705,-35.3405,-35.86,,-33.64,-35.91,,
1535,-35.91634286,-37.09,-37.5236,,-36.2131,-35.1076,-35.9424,,-33.5379,,-34.84406,,-35.0233,,-33.4133,-33.9934,-36.9085,-37.19,,-34.21,-34.53,,
1534,-36.20075714,-37.57166667,-37.6723,,-33.8993,-34.0969,-35.364,,-33.2046,,-34.3529,,-35.66,,-35.0017,-34.1708,-35.4987,-36.36,,-33.59,-34.42,,
1533,-36.884025,-37.99857143,-37.1191,,-33.3977,-33.118,-34.4099,,-33.1603,,-34.89037,,-35.8933,,-33.1536,-34.6993,-36.1363,-36.4,,-33.77,-33.93,,
1532,-37.07061429,-37.17833333,-37.5082,,-36.3724,-33.3439,-34.0097,,-34.4836,,-36.29442,,-33.5733,,-34.7054,-35.6708,-36.1801,-34.77,,-35.19,-35.88,,
1531,-36.8336125,-36.27857143,-38.7769,,-36.5119,-35.261,-33.802,,-36.291,,-37.54627273,,-33.4433,,-36.1947,-35.724,-35.7015,-34.21,,-35.71,-35.15,,
1530,-38.1518,-36.95666667,-37.5782,,-36.3193,-35.8556,-33.7548,,-35.8176,,-36.85639,,-34.9567,,-34.498,-35.3159,-34.9843,-34.94,,-34.95,-33.59,,
1529,-37.85095714,-37.24422857,-35.9379,,-35.8276,-34.1769,-33.7555,,-34.1712,,-36.27599,,-35.3833,,-33.4353,-34.9421,-36.2319,-36.04,,-33.81,-34.39,,
1528,-35.8476625,-36.74703333,-36.2034,,-34.8824,-33.8933,-34.5302,,-33.1046,,-36.86069,,-34.3933,,-35.7644,-35.3609,-35.8751,-35.2,,-35.63,-36.33,,
1527,-34.95258571,-36.04267143,-35.841,,-34.2061,-35.0002,-34.3522,,-35.1918,,-36.41429,,-34.0233,,-34.4684,-35.5017,-34.7673,-36.45,,-35.2,-35.84,,
1526,-36.60440625,-36.00923333,-35.0597,,-33.5923,-33.8074,-33.204,,-34.613,,-35.96874,,-33.32,,-33.87,-36.4201,-34.3482,-36.68,,-35.6,-32.87,,
1525,-37.72272857,-36.1759,-35.0858,,-32.7566,-33.483,-32.8847,,-34.1948,,-37.76188,,-33.2333,,-34.6496,-36.2466,-33.9607,-35.63,,-34.34,-36.34,,
1524,-36.55268571,-36.25531429,-34.8716,,-33.4093,-33.2528,-32.5009,,-36.891,,-38.72505,,-33.4867,,-33.2514,-34.9147,-35.1651,-35,,-35.04,-35.71,,
1523,-36.3469,-36.05341667,-35.364,,-33.9891,-33.8636,-32.6297,,-36.3768,,-37.10659091,,-34.37,,-34.2924,-34.3314,-35.8138,-35.99,,-38.14,-34.85,,
1522,-36.90882857,-36.58665714,-36.828,,-34.3236,-35.0914,-33.4581,,-34.8994,,-35.69466,,-35.2367,,-35.8667,-35.8043,-35.6526,-35.38,,-37.94,-35.3,,
1521,-36.78818571,-36.72720556,-36.8075,,-33.9637,-36.0272,-34.8098,,-34.8102,,-35.69922,,-35.49,,-35.9058,-36.0235,-36.9927,-34.83,,-37.01,-35.2,,
1520,-37.2406875,-36.39115714,-36.1343,,-33.644,-35.9932,-35.0791,,-34.8015,,-36.65909,,-35.0667,,-35.9025,-36.1312,-37.3934,-36.43,,-35.53,-34.81,,
1519,-37.43351429,-37.06830833,-36.0762,,-33.8937,-36.8457,-33.8243,,-36.1598,,-36.79032,,-35.6,,-35.1027,-38.2666,-36.4683,-36.76,,-35.58,-34.57,,
1518,-37.12958571,-37.68189571,-36.9064,,-34.1804,-36.3383,-32.7998,,-36.3285,,-36.9711,,-36.3367,,-34.5873,-38.0461,-35.9847,-36.31,,-35.39,-35.83,,
1517,-36.92515714,-38.0693922,-37.8658,,-34.775,-35.6413,-33.1777,,-34.493,,-35.72742,,-34.98,,-33.6896,-36.7425,-35.9708,-35.13,,-35.81,-37.96,,
1516,-37.72824286,-37.0491,-37.8792,,-34.996,-35.6574,-33.8174,,-33.6115,,-34.98179,,-32.9633,,-36.7421,-36.6634,-34.2568,-35.46,,-34.54,-35.87,,
1515,-38.51894286,-36.4041,-37.8984,,-34.6167,-36.6996,-33.4555,,-33.9954,,-35.62904,,-33.4033,,-33.9988,-34.8579,-32.3786,-33.78,,-35.9,-36.16,,
1514,-39.24057143,-36.6017375,-38.1917,,-34.6412,-37.1325,-34.2987,,-34.6831,,-37.1229,,-33.21,,-33.8106,-35.2906,-33.1467,-33.09,,-34.21,-33.74,,
1513,-38.83272857,-36.61878095,-38.0457,,-35.1679,-37.0934,-35.4027,,-34.2034,,-37.84861818,,-33.3267,,-33.2185,-36.4841,-35.8678,-34.04,,-34.04,-32.89,,
1512,-37.600025,-37.07675,-37.4569,,-35.6578,-36.9663,-35.1442,,-33.8615,,-37.20939,,-32.9767,,-33.9205,-37.7207,-35.0079,-35.05,,-33.37,-37.04,,
1511,-36.52597143,-37.2322998,-36.1967,,-37.7307,-35.7298,-35.0384,,-35.5943,,-36.96775,,-32.74,,-34.3398,-36.2597,-33.96,-34.87,,-35.56,-33.86,,
1510,-37.52695714,-36.3206388,-35.7791,,-37.6019,-35.1548,-35.7319,,-35.1882,,-36.75724,,-32.4767,,-33.1676,-34.8965,-34.3222,-34.82,,-35.35,-35.2,,
1509,-37.48707143,-35.70497143,-36.7745,,-37.0474,-35.4706,-36.4588,,-35.5134,,-36.26839,,-32.6567,,-33.5951,-35.5073,-36.3465,-34.96,,-34.63,-33.36,,
1508,-37.1655,-35.77010833,-36.9784,,-36.3669,-36.0275,-35.784,,-33.5526,,-34.37208,,-32.5867,,-32.7881,-35.8316,-36.1037,-34.01,,-35.48,-34.7,,
1507,-36.24171429,-36.0153,-36.2893,,-35.1836,-35.084,-34.4746,,-32.979,,-34.25713,,-34.4775,,-32.1089,-35.6289,-35.5553,-33.09,,-35.86,-35.91,,
1506,-34.40738571,-36.14801667,-35.8131,,-34.4056,-33.5956,-33.5708,,-33.8742,,-35.39528,,-34.0667,,-34.0373,-36.2337,-37.1402,-34.56,,-36.01,-33.61,,
1505,-35.50477143,-36.74168889,-35.4319,,-34.7942,-33.6523,-32.8992,,-37.2864,,-35.80155,,-33.655,,-35.168,-36.7649,-34.9701,-35.93,,-36.42,-36.07,,
1504,-36.75454286,-36.79275,-35.2079,,-36.0558,-35.9716,-33.1203,,-31.7755,,-34.65565,,,,-34.2248,-35.2536,-33.6367,-35.08,,-36.18,-34.18,,
1503,-36.17541429,-36.04045833,-35.1227,,-36.3543,-35.9383,-34.3857,,-31.6146,,-33.76464,,,,-34.2791,-34.8218,-34.5895,-35.49,,-33.45,-34.8,,
1502,-36.29077143,-35.54153333,-35.1257,,-35.6829,-34.4266,-34.7343,,-32.5327,,-34.956,,,,-35.1681,-36.2062,-35.699,-36.11,,-35.55,-34.76,,
1501,-37.1304375,-35.8785,-35.6743,,-34.9262,-33.6303,-34.7409,,-34.0129,,-35.9226,,,,-34.2238,-36.6906,-34.2169,-35.91,,-34.04,-35.73,,
1500,-38.14284286,-36.78776429,-35.9369,,-34.7944,-33.7335,-34.3426,,-33.6498,,-35.42003636,,,,-33.865,-35.1497,-34.9075,-34.51,,-34.71,-34.94,,
1499,-37.50087143,-37.09476667,-36.0882,,-35.2351,-35.1498,-34.3035,,-33.5034,,-35.81917,,,,-35.8969,-36.0832,-34.8229,-34.27,,-35.41,-34.14,,
1498,-37.52852857,-35.94625714,-36.275,,-35.5892,-37.1467,-33.6488,,-33.9722,,-36.45592,,,,-34.2341,-36.1396,-34.6251,-35.89,,-33.83,-35.15,,
1497,-37.65021429,-35.67693333,-36.1267,,-36.2664,-37.3477,-33.3583,,-33.0902,,-36.65025,,,,-33.0397,-35.1184,-34.9584,-36.11,,-33.59,-33.66,,
1496,-37.5134,-35.72764286,-35.7762,,-36.4445,-36.4286,-33.0957,,-32.072,,-36.11921,,,,-32.8964,-35.3374,-35.6229,-36.16,,-34.83,-36.48,,
1495,-36.303,-34.5811,-36.0179,,-36.674,-35.4397,-34.1083,,-33.3674,,-37.55129,,,,-33.7421,-35.412,-35.5941,-35.24,,-35.41,-35.79,,
1494,-37.29867143,-34.14795714,-36.26,,-36.9879,-35.5255,-35.4045,,-33.5751,,-36.84183,,,,-34.6849,-34.6388,-36.0025,-34.58,,-35.31,-34.85,,
1493,-36.93364286,-34.38189167,-36.3313,,-36.2243,-36.126,-36.1221,,-33.8111,,-34.79582,,,,-35.1836,-34.9867,-36.4144,-35.78,,-36.41,-34.53,,
1492,-37.63731429,-35.64107143,-36.8807,,-35.3575,-36.3568,-35.2306,,-33.0341,,-34.78253,,,,-35.0781,-36.042,-34.8542,-35.19,,-34.86,-35.98,,
1491,-37.44192857,-36.70433571,-36.8339,,-35.4517,-36.4382,-33.7823,,-33.1143,,-34.44823,,,,-35.3386,-35.0981,-35.4131,-35.69,,-31.94,-37.94,,
